ticker,PX_LAST,CHG_PCT_1D,CHG_PCT_5D,CHG_PCT_1M,CHG_PCT_YTD,CUR_MKT_CAP,EQY_SH_OUT,VOLUME_AVG_30D,PE_RATIO,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,BEST_PE_NXT_YR,EQY_DVD_YLD_IND,BEST_TARGET_PRICE,TOT_BUY_REC,TOT_HOLD_REC,TOT_SELL_REC,TOT_ANALYST_REC
PSSA3 BZ Equity,49.5,-3.169014,-8.367271,1.580136,2.357319,32006009970.000004,646.5861,1932487.0,9.50225462587032,2.013682192641576,3.0965154368098413,8.11076519744388,1.790103767857407,53.91666793823242,6.0,7.0,0.0,13.0
