date,ticker,field,value
2025-10-30,SANB11 BZ Equity,PX_LAST,29.472
2025-10-31,SANB11 BZ Equity,PX_LAST,29.982
2025-11-03,SANB11 BZ Equity,PX_LAST,30.348
2025-11-04,SANB11 BZ Equity,PX_LAST,30.454
2025-11-05,SANB11 BZ Equity,PX_LAST,31.292
2025-11-06,SANB11 BZ Equity,PX_LAST,31.012
2025-11-07,SANB11 BZ Equity,PX_LAST,31.186
2025-11-10,SANB11 BZ Equity,PX_LAST,31.436
2025-11-11,SANB11 BZ Equity,PX_LAST,32.168
2025-11-12,SANB11 BZ Equity,PX_LAST,32.158
2025-11-13,SANB11 BZ Equity,PX_LAST,32.331
2025-11-14,SANB11 BZ Equity,PX_LAST,32.524
2025-11-17,SANB11 BZ Equity,PX_LAST,32.245
2025-11-18,SANB11 BZ Equity,PX_LAST,32.177
2025-11-19,SANB11 BZ Equity,PX_LAST,31.946
2025-11-21,SANB11 BZ Equity,PX_LAST,31.85
2025-11-24,SANB11 BZ Equity,PX_LAST,31.86
2025-11-25,SANB11 BZ Equity,PX_LAST,32.341
2025-11-26,SANB11 BZ Equity,PX_LAST,32.919
2025-11-27,SANB11 BZ Equity,PX_LAST,32.948
2025-11-28,SANB11 BZ Equity,PX_LAST,32.928
2025-12-01,SANB11 BZ Equity,PX_LAST,32.649
2025-12-02,SANB11 BZ Equity,PX_LAST,33.506
2025-12-03,SANB11 BZ Equity,PX_LAST,33.073
2025-12-04,SANB11 BZ Equity,PX_LAST,33.41
2025-12-05,SANB11 BZ Equity,PX_LAST,31.937
2025-12-08,SANB11 BZ Equity,PX_LAST,31.629
2025-12-09,SANB11 BZ Equity,PX_LAST,30.955
2025-12-10,SANB11 BZ Equity,PX_LAST,30.666
2025-12-11,SANB11 BZ Equity,PX_LAST,30.791
2025-12-12,SANB11 BZ Equity,PX_LAST,30.762
2025-12-15,SANB11 BZ Equity,PX_LAST,31.715
2025-12-16,SANB11 BZ Equity,PX_LAST,30.579
2025-12-17,SANB11 BZ Equity,PX_LAST,30.396
2025-12-18,SANB11 BZ Equity,PX_LAST,30.858
2025-12-19,SANB11 BZ Equity,PX_LAST,31.118
2025-12-22,SANB11 BZ Equity,PX_LAST,31.446
2025-12-23,SANB11 BZ Equity,PX_LAST,32.832
2025-12-26,SANB11 BZ Equity,PX_LAST,33.005
2025-12-29,SANB11 BZ Equity,PX_LAST,32.12
2025-12-30,SANB11 BZ Equity,PX_LAST,32.794
2026-01-02,SANB11 BZ Equity,PX_LAST,32.476
2026-01-05,SANB11 BZ Equity,PX_LAST,32.84
2026-01-06,SANB11 BZ Equity,PX_LAST,32.82
2026-01-07,SANB11 BZ Equity,PX_LAST,32.075
2026-01-08,SANB11 BZ Equity,PX_LAST,32.637
2026-01-09,SANB11 BZ Equity,PX_LAST,33.014
2026-01-12,SANB11 BZ Equity,PX_LAST,32.859
2026-01-13,SANB11 BZ Equity,PX_LAST,32.404
2026-01-14,SANB11 BZ Equity,PX_LAST,32.879
2026-01-15,SANB11 BZ Equity,PX_LAST,32.066
2026-01-16,SANB11 BZ Equity,PX_LAST,32.027
2026-01-19,SANB11 BZ Equity,PX_LAST,32.25
2026-01-20,SANB11 BZ Equity,PX_LAST,32.898
2026-01-21,SANB11 BZ Equity,PX_LAST,33.985
2026-01-22,SANB11 BZ Equity,PX_LAST,34.555
2026-01-23,SANB11 BZ Equity,PX_LAST,35.135
2026-01-26,SANB11 BZ Equity,PX_LAST,34.919
2026-01-27,SANB11 BZ Equity,PX_LAST,36.03
2026-01-28,SANB11 BZ Equity,PX_LAST,36.865
2026-01-29,SANB11 BZ Equity,PX_LAST,36.325
2026-01-30,SANB11 BZ Equity,PX_LAST,35.705
2026-02-02,SANB11 BZ Equity,PX_LAST,36.197
2026-02-03,SANB11 BZ Equity,PX_LAST,35.332
2026-02-04,SANB11 BZ Equity,PX_LAST,34.378
2026-02-05,SANB11 BZ Equity,PX_LAST,33.965
2026-02-06,SANB11 BZ Equity,PX_LAST,33.376
2026-02-09,SANB11 BZ Equity,PX_LAST,35.371
2026-02-10,SANB11 BZ Equity,PX_LAST,35.912
2026-02-11,SANB11 BZ Equity,PX_LAST,36.443
2026-02-12,SANB11 BZ Equity,PX_LAST,34.663
2026-02-13,SANB11 BZ Equity,PX_LAST,33.916
2026-02-18,SANB11 BZ Equity,PX_LAST,34.545
2026-02-19,SANB11 BZ Equity,PX_LAST,34.988
2026-02-20,SANB11 BZ Equity,PX_LAST,36.079
2026-02-23,SANB11 BZ Equity,PX_LAST,34.024
2026-02-24,SANB11 BZ Equity,PX_LAST,35.184
2026-02-25,SANB11 BZ Equity,PX_LAST,33.798
2026-02-26,SANB11 BZ Equity,PX_LAST,33.847
2026-02-27,SANB11 BZ Equity,PX_LAST,32.933
2026-03-02,SANB11 BZ Equity,PX_LAST,32.953
2026-03-03,SANB11 BZ Equity,PX_LAST,32.147
2026-03-04,SANB11 BZ Equity,PX_LAST,32.855
2026-03-05,SANB11 BZ Equity,PX_LAST,31.783
2026-03-06,SANB11 BZ Equity,PX_LAST,30.987
2026-03-09,SANB11 BZ Equity,PX_LAST,31.075
2026-03-10,SANB11 BZ Equity,PX_LAST,31.704
2026-03-11,SANB11 BZ Equity,PX_LAST,31.459
2026-03-12,SANB11 BZ Equity,PX_LAST,30.063
2026-03-13,SANB11 BZ Equity,PX_LAST,29.709
2026-03-16,SANB11 BZ Equity,PX_LAST,29.945
2026-03-17,SANB11 BZ Equity,PX_LAST,29.591
2026-03-18,SANB11 BZ Equity,PX_LAST,29.148
2026-03-19,SANB11 BZ Equity,PX_LAST,29.483
2026-03-20,SANB11 BZ Equity,PX_LAST,28.755
2026-03-23,SANB11 BZ Equity,PX_LAST,29.65
2026-03-24,SANB11 BZ Equity,PX_LAST,29.463
2026-03-25,SANB11 BZ Equity,PX_LAST,29.61
2026-03-26,SANB11 BZ Equity,PX_LAST,29.109
2026-03-27,SANB11 BZ Equity,PX_LAST,28.814
2026-03-30,SANB11 BZ Equity,PX_LAST,29.02
2026-03-31,SANB11 BZ Equity,PX_LAST,30.122
2026-04-01,SANB11 BZ Equity,PX_LAST,30.672
2026-04-02,SANB11 BZ Equity,PX_LAST,30.702
2026-04-06,SANB11 BZ Equity,PX_LAST,30.534
2026-04-07,SANB11 BZ Equity,PX_LAST,30.24
2026-04-08,SANB11 BZ Equity,PX_LAST,30.879
2026-04-09,SANB11 BZ Equity,PX_LAST,31.439
2026-04-10,SANB11 BZ Equity,PX_LAST,31.576
2026-04-13,SANB11 BZ Equity,PX_LAST,31.488
2026-04-14,SANB11 BZ Equity,PX_LAST,31.527
2026-04-15,SANB11 BZ Equity,PX_LAST,31.144
2026-04-16,SANB11 BZ Equity,PX_LAST,30.918
2026-04-17,SANB11 BZ Equity,PX_LAST,31.055
2026-04-20,SANB11 BZ Equity,PX_LAST,31.065
2026-04-22,SANB11 BZ Equity,PX_LAST,30.11
2026-04-23,SANB11 BZ Equity,PX_LAST,29.86
2026-04-24,SANB11 BZ Equity,PX_LAST,29.68
2026-04-27,SANB11 BZ Equity,PX_LAST,29.67
2026-04-28,SANB11 BZ Equity,PX_LAST,29.42
2026-04-29,SANB11 BZ Equity,PX_LAST,28.64
