ticker,PX_LAST,CHG_PCT_1D,CHG_PCT_5D,CHG_PCT_1M,CHG_PCT_YTD,CUR_MKT_CAP,EQY_SH_OUT,VOLUME_AVG_30D,BEST_PE_NXT_YR,BEST_TARGET_PRICE,TOT_BUY_REC,TOT_HOLD_REC,TOT_SELL_REC,TOT_ANALYST_REC
SANB11 BZ Equity,28.64,-2.651258,-4.882099,-6.527413,-15.9131,107750420449.88,3749.266,3070403.0,5.62671905697446,36.71538543701172,4.0,9.0,1.0,14.0
